Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides WT_1	Peptides WT_2	Peptides WT_3	Peptides KO_1	Peptides KO_2	Peptides KO_3	Razor + unique peptides WT_1	Razor + unique peptides WT_2	Razor + unique peptides WT_3	Razor + unique peptides KO_1	Razor + unique peptides KO_2	Razor + unique peptides KO_3	Unique peptides WT_1	Unique peptides WT_2	Unique peptides WT_3	Unique peptides KO_1	Unique peptides KO_2	Unique peptides KO_3	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Identification type WT_1	Identification type WT_2	Identification type WT_3	Identification type KO_1	Identification type KO_2	Identification type KO_3	Sequence coverage WT_1 [%]	Sequence coverage WT_2 [%]	Sequence coverage WT_3 [%]	Sequence coverage KO_1 [%]	Sequence coverage KO_2 [%]	Sequence coverage KO_3 [%]	Intensity	Intensity WT_1	Intensity WT_2	Intensity WT_3	Intensity WT_4	Intensity KO_1	Intensity KO_2	Intensity KO_3	Intensity KO_4	iBAQ	iBAQ WT_1	iBAQ WT_2	iBAQ WT_3	iBAQ KO_1	iBAQ KO_2	iBAQ KO_3	MS/MS count WT_1	MS/MS count WT_2	MS/MS count WT_3	MS/MS count KO_1	MS/MS count KO_2	MS/MS count KO_3	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	reshuffled	reshuffled (#1)
Q8VZZ4	Q8VZZ4	1	1	1	ABC transporter C family member 6	ABCC6	ABC transporter C family member 6 OS=Arabidopsis thaliana GN=ABCC6 PE=2 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9	0.9	0.9	164.37	1466	1466	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3376	NA	NA
Q8W0Y8	Q8W0Y8	1	1	1	Photosystem II reaction center PSB28 protein, chloroplastic	PSB28	Photosystem II reaction center PSB28 protein, chloroplastic OS=Arabidopsis thaliana GN=PSB28 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	6.0	6.0	20.192	183	183	1.0	4	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3377	NA	NA
Q8W483	Q8W483	1	1	1	NA	MDH9.23	Uncharacterized protein At5g42530 OS=Arabidopsis thaliana GN=MDH9.23 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.9	16.9	16.9	7.9593	71	71	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3380	NA	NA
Q8W4L3	Q8W4L3	1	1	1	NA	F6N23.9	BR-signaling kinase 3 OS=Arabidopsis thaliana GN=BR-signaling kinase 3 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	2.0	2.0	54.913	489	489	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3384	NA	NA
Q8W4R8	Q8W4R8	1	1	1	Phosphatidylinositol 4-kinase gamma 6	PI4KG6	Phosphatidylinositol 4-kinase gamma 6 OS=Arabidopsis thaliana GN=PI4KG6 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	2.9	2.9	69.571	622	622	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3388	NA	NA
Q8WTR2	Q8WTR2	1	1	1	Dual specificity protein phosphatase 19	DUSP19	Dual specificity protein phosphatase 19 OS=Homo sapiens GN=DUSP19 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.5	5.5	5.5	24.194	217	217	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3392	NA	NA
Q8WVT3	Q8WVT3	1	1	1	Trafficking protein particle complex subunit 12	TRAPPC12	Trafficking protein particle complex subunit 12 OS=Homo sapiens GN=TRAPPC12 PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	2.6	2.6	79.374	735	735	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3411	NA	NA
Q92747	Q92747	4	1	1	Actin-related protein 2/3 complex subunit 1A	ARPC1A	Actin-related protein 2/3 complex subunit 1A OS=Homo sapiens GN=ARPC1A PE=2 SV=2	1	4	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.7	2.7	2.7	41.569	370	370	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	+	NA	NA	3468	NA	NA
Q92805	Q92805	1	1	1	Golgin subfamily A member 1	GOLGA1	Golgin subfamily A member 1 OS=Homo sapiens GN=GOLGA1 PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	1.3	1.3	88.183	767	767	1.0	6	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3474	NA	NA
Q93W22	Q93W22	8	1	0	60S ribosomal protein L10-3	RPL10C	60S ribosomal protein L10-3 OS=Arabidopsis thaliana GN=RPL10C PE=2 SV=1	1	8	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4	4.1	0.0	24.929	221	221	1.0	6	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0637E7	NA	NA	NA	NA	NA	NA	NA	NA	4331200.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	+	NA	NA	3517	NA	NA
Q93ZB7	Q93ZB7	1	1	1	Transcription factor GTE11	GTE11	Transcription factor GTE11 OS=Arabidopsis thaliana GN=GTE11 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.3	2.3	2.3	69.881	620	620	1.0	38	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3533	NA	NA
Q949Z1	Q949Z1	1	1	1	Polygalacturonase At1g48100	NA	Polygalacturonase At1g48100 OS=Arabidopsis thaliana GN=At1g48100 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	2.9	2.9	51.352	475	475	1.0	10	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3566	NA	NA
Q94A52	Q94A52	7	1	0	DEAD-box ATP-dependent RNA helicase 2	RH2	Eukaryotic initiation factor 4A-III homolog OS=Arabidopsis thaliana GN=EIF4A3 PE=1 SV=2	1	7	1	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.6	2.7	0.0	45.844	408	408	NaN	NA	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3571	NA	NA
Q94BV7	Q94BV7	1	1	1	External alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial	NDB2	External alternative NAD(P)H-ubiquinone oxidoreductase B2, mitochondrial OS=Arabidopsis thaliana GN=NDB2 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.5	1.5	65.058	582	582	1.0	9	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3589	NA	NA
Q94BY4	Q94BY4	1	1	1	NA	At5g35570	O-fucosyltransferase 35 OS=Arabidopsis thaliana GN=OFUT35 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.7	1.7	1.7	72.909	652	652	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3591	NA	NA
Q94F26	Q94F26	1	1	1	Protein phosphatase methylesterase 1	T5L19.180	Protein phosphatase methylesterase 1 OS=Arabidopsis thaliana GN=T5L19.180 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	4.0	4.0	38.562	350	350	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3601	NA	NA
Q96300	Q96300	12	1	1	14-3-3-like protein GF14 nu	GRF7	14-3-3-like protein GF14 nu OS=Arabidopsis thaliana GN=GRF7 PE=1 SV=1	1	12	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	44.2	4.9	4.9	29.824	265	265	1.0	7	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.492E7	NA	NA	NA	NA	NA	NA	NA	NA	745980.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	+	NA	NA	3624	NA	NA
Q96AQ1;Q96LY2	Q96AQ1;Q96LY2	1;1	1;1	1;1	Coiled-coil domain-containing protein 74A;Coiled-coil domain-containing protein 74B	CCDC74A;CCDC74B	Coiled-coil domain-containing protein 74A OS=Homo sapiens GN=CCDC74A PE=2 SV=1;Coiled-coil domain-containing protein 74B OS=Homo sapiens GN=CCDC74B PE=2 SV=1	2	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	2.4	2.4	41.605	378	378;380	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3655	NA	NA
Q96AY4	Q96AY4	1	1	1	Tetratricopeptide repeat protein 28	TTC28	Tetratricopeptide repeat protein 28 OS=Homo sapiens GN=TTC28 PE=1 SV=4	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.6	0.6	0.6	270.88	2481	2481	1.0	4	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3658	NA	NA
Q96DE5	Q96DE5	1	1	1	Anaphase-promoting complex subunit 16	ANAPC16	Anaphase-promoting complex subunit 16 OS=Homo sapiens GN=ANAPC16 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	9.1	9.1	9.1	11.667	110	110	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3691	NA	NA
Q96E39	Q96E39	14	1	1	RNA binding motif protein, X-linked-like-1	RBMXL1	RNA binding motif protein, X-linked-like-1 OS=Homo sapiens GN=RBMXL1 PE=1 SV=1	1	14	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34.4	2.1	2.1	42.141	390	390	1.0	7	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6184000.0	NA	NA	NA	NA	NA	NA	NA	NA	176690.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4	+	NA	NA	3697	NA	NA
Q96ED9	Q96ED9	1	1	1	Protein Hook homolog 2	HOOK2	Protein Hook homolog 2 OS=Homo sapiens GN=HOOK2 PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	2.2	2.2	83.206	719	719	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3698	NA	NA
Q96IK5	Q96IK5	1	1	1	Germ cell-less protein-like 1	GMCL1	Germ cell-less protein-like 1 OS=Homo sapiens GN=GMCL1 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	4.3	4.3	58.684	515	515	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3750	NA	NA
Q96JN2	Q96JN2	1	1	1	Coiled-coil domain-containing protein 136	CCDC136	Coiled-coil domain-containing protein 136 OS=Homo sapiens GN=CCDC136 PE=1 SV=3	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	0.7	0.7	134.04	1154	1154	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3762	NA	NA
Q96KS9	Q96KS9	1	1	1	Protein FAM167A	FAM167A	Protein FAM167A OS=Homo sapiens GN=FAM167A PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.4	8.4	8.4	24.182	214	214	1.0	11	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3772	NA	NA
Q96NC0	Q96NC0	1	1	1	Zinc finger matrin-type protein 2	ZMAT2	Zinc finger matrin-type protein 2 OS=Homo sapiens GN=ZMAT2 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	6.0	6.0	23.612	199	199	1.0	3	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3783	NA	NA
Q96PB7	Q96PB7	1	1	1	Noelin-3	OLFM3	Noelin-3 OS=Homo sapiens GN=OLFM3 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.6	3.6	3.6	54.929	478	478	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3788	NA	NA
Q9BWG6	Q9BWG6	1	1	1	Sodium channel modifier 1	SCNM1	Sodium channel modifier 1 OS=Homo sapiens GN=SCNM1 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.3	4.3	4.3	25.949	230	230	1.0	14	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3973	NA	NA
Q9BXF6	Q9BXF6	1	1	1	Rab11 family-interacting protein 5	RAB11FIP5	Rab11 family-interacting protein 5 OS=Homo sapiens GN=RAB11FIP5 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	4.0	4.0	70.414	653	653	1.0	15	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	3982	NA	NA
Q9BYF1	Q9BYF1	1	1	1	Angiotensin-converting enzyme 2;Processed angiotensin-converting enzyme 2	ACE2	Angiotensin-converting enzyme 2 OS=Homo sapiens GN=ACE2 PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.2	2.2	2.2	92.462	805	805	1.0	6	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4006	NA	NA
Q9BYT9	Q9BYT9	1	1	1	Anoctamin-3	ANO3	Anoctamin-3 OS=Homo sapiens GN=ANO3 PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	1.2	1.2	114.66	981	981	1.0	10	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4011	NA	NA
Q9C5G5	Q9C5G5	1	1	1	Phosphoinositide phosphatase SAC7	SAC7	Phosphoinositide phosphatase SAC7 OS=Arabidopsis thaliana GN=SAC7 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	2.0	2.0	68.237	597	597	1.0	1	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4033	NA	NA
Q9FFW5	Q9FFW5	1	1	1	Proline-rich receptor-like protein kinase PERK8	PERK8	Proline-rich receptor-like protein kinase PERK8 OS=Arabidopsis thaliana GN=PERK8 PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.9	2.9	2.9	72.389	681	681	1.0	21	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4093	NA	NA
Q9FG01	Q9FG01	1	1	1	NA	ATO	Splicing factor SF3a60 homolog OS=Arabidopsis thaliana GN=ATO PE=1 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	1.8	1.8	58.971	504	504	1.0	4	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4094	NA	NA
Q9FG18_ARATHGb	Q9FG18_ARATHGb	1	1	1	NA	NA	Gb|AAF63169.1 OS=Arabidopsis thaliana GN=At5g06520 PE=4 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	1.8	1.8	76.696	679	679	1.0	19	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4095	NA	NA
Q9FHG2	Q9FHG2	5	1	1	60S ribosomal protein L32-2	RPL32B	60S ribosomal protein L32-2 OS=Arabidopsis thaliana GN=RPL32B PE=2 SV=1	1	5	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	36.1	8.3	8.3	15.475	133	133	1.0	2	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.9002E7	NA	NA	NA	NA	NA	NA	NA	NA	8167000.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	+	NA	NA	4107	NA	NA
Q9FHG4;Q39024;P51955;Q9LXA5;Q9FG33;Q9FIF1;O81292;Q9LSL5;O80939;Q9M345;Q9M021;Q9M020;Q66GN2;Q9SR87;Q9FIF0;Q9LYX1;P51617;Q9LFH9;O48837	Q9FHG4;Q39024;P51955;Q9LXA5;Q9FG33;Q9FIF1;O81292;Q9LSL5;O80939;Q9M345;Q9M021;Q9M020;Q66GN2;Q9SR87;Q9FIF0;Q9LYX1;P51617;Q9LFH9;O48837	2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1	Probable L-type lectin-domain containing receptor kinase S.7;Mitogen-activated protein kinase 4;Serine/threonine-protein kinase Nek2;L-type lectin-domain containing receptor kinase IX.1;Probable L-type lectin-domain containing receptor kinase S.5;Probable L-type lectin-domain containing receptor kinase II.1;L-type lectin-domain containing receptor kinase IV.3;L-type lectin-domain containing receptor kinase IX.2;L-type lectin-domain containing receptor kinase IV.1;L-type lectin-domain containing receptor kinase IV.2;L-type lectin-domain containing receptor kinase VI.2;Lectin-domain containing receptor kinase VI.3;Lectin-domain containing receptor kinase VI.4;Probable L-type lectin-domain containing receptor kinase VI.1;Putative L-type lectin-domain containing receptor kinase II.2;L-type lectin-domain containing receptor kinase VIII.2;Interleukin-1 receptor-associated kinase 1;L-type lectin-domain containing receptor kinase VIII.1;Receptor like protein kinase S.2	LECRKS7;MPK4;NEK2;LECRK91;LECRKS5;LECRK21;LECRK43;LECRK92;LECRK41;LECRK42;LECRK62;LECRK63;LECRK64;LECRK61;LECRK22;LECRK82;IRAK1;LECRK81;LECRKS2	Probable L-type lectin-domain containing receptor kinase S.7 OS=Arabidopsis thaliana GN=LECRKS7 PE=2 SV=1;Mitogen-activated protein kinase 4 OS=Arabidopsis thaliana GN=MPK4 PE=1 SV=2;Serine/threonine-protein kinase Nek2 OS=Homo sapiens GN=NEK2 PE=1 SV=1;L-	19	2	2	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	4.0	4.0	75.841	681	681;376;445;651;652;674;674;675;675;677;682;688;691;693;694;711;712;715;851	1.0	16	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.488E7	NA	NA	NA	NA	NA	NA	NA	NA	691120.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	+	NA	NA	4108	NA	NA
Q9FIE3	Q9FIE3	1	1	1	Protein VERNALIZATION INSENSITIVE 3	VIN3	Protein VERNALIZATION INSENSITIVE 3 OS=Arabidopsis thaliana GN=VIN3 PE=1 SV=2	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.8	1.8	1.8	69.347	620	620	1.0	6	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4118	NA	NA
Q9FIH2	Q9FIH2	1	1	1	Pentatricopeptide repeat-containing protein At5g42450, mitochondrial	PCMP-E102	Pentatricopeptide repeat-containing protein At5g42450, mitochondrial OS=Arabidopsis thaliana GN=PCMP-E102 PE=2 SV=1	1	1	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.5	1.5	1.5	58.304	517	517	1.0	18	1.0	-2.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	+	NA	NA	4119	NA	NA
